,Churn,genero,tem +65,possui_parceiro,possui_dependentes,tempo_cliente_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,gasto_mensal,gasto_total,contas_diarias
931,0,Feminino,0,0,0,18,1,1,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,50.3,913.3,1.68
933,0,Masculino,0,1,0,12,1,0,Fibra Opica,1,1,1,0,0,0,Mensal,1,Cheque eletrônico,84.6,959.9,2.82
934,0,Masculino,0,1,1,72,1,1,Fibra Opica,1,1,1,0,1,1,Bienal,1,Cartão de crédito,108.4,7767.25,3.61
935,1,Feminino,0,0,0,3,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,75.5,220.6,2.52
936,0,Masculino,1,0,0,52,1,1,Fibra Opica,0,1,1,1,1,1,Mensal,1,Cheque eletrônico,110.75,5832,3.69
937,1,Masculino,0,0,0,46,0,0,DSL,0,1,0,0,0,0,Mensal,0,Transferência bancária,30.3,1380.1,1.01
938,1,Feminino,0,1,0,53,1,1,Fibra Opica,0,1,0,0,1,1,Mensal,1,Cartão de crédito,98.4,5149.5,3.28
939,1,Feminino,1,0,0,15,1,1,DSL,0,0,0,1,0,0,Mensal,0,Cartão de crédito,55.0,757.1,1.83
940,0,Masculino,0,1,0,70,1,1,Fibra Opica,1,1,1,0,1,0,Bienal,1,Cartão de crédito,99.35,6944.5,3.31
941,0,Feminino,0,1,0,18,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,20.1,370.5,0.67
942,0,Feminino,0,0,0,7,0,0,DSL,0,0,0,0,0,0,Mensal,0,Transferência bancária,25.05,189.95,0.84
943,0,Feminino,0,1,1,54,1,1,Sem servico de internet,0,0,0,0,0,0,Anual,1,Transferência bancária,24.75,1342.15,0.82
944,1,Masculino,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,24.25,24.25,0.81
945,0,Feminino,0,1,0,68,1,1,Fibra Opica,0,1,1,0,0,0,Anual,0,Cartão de crédito,86.45,5762.95,2.88
946,0,Feminino,0,1,0,72,1,1,Fibra Opica,0,1,1,0,1,1,Anual,1,Cheque eletrônico,101.35,7323.15,3.38
947,0,Masculino,0,1,1,55,1,0,DSL,0,0,1,1,0,0,Bienal,1,Cartão de crédito,55.25,3119.9,1.84
948,0,Masculino,0,0,0,9,0,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,24.95,190.25,0.83
949,0,Feminino,0,0,0,4,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.05,83.3,0.67
950,0,Masculino,0,1,1,18,0,0,DSL,0,1,1,0,1,0,Anual,0,Cartão de crédito,46.4,812.4,1.55
951,0,Masculino,0,1,1,41,1,1,DSL,0,1,1,0,1,0,Anual,0,Transferência bancária,68.5,2839.95,2.28
952,1,Masculino,0,0,0,10,1,1,Fibra Opica,0,0,0,0,1,0,Mensal,1,Transferência bancária,86.05,834.1,2.87
953,1,Masculino,0,1,0,63,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,103.4,6603,3.45
954,0,Masculino,0,0,1,6,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,19.55,128.6,0.65
955,0,Masculino,0,0,0,14,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,19.35,324.8,0.64
956,0,Masculino,0,1,0,61,1,0,Fibra Opica,0,1,1,1,0,1,Mensal,0,Cartão de crédito,94.15,5731.85,3.14
957,0,Feminino,0,0,0,13,1,1,Fibra Opica,1,0,0,0,0,0,Mensal,1,Cartão de crédito,80.0,1029.35,2.67
958,0,Masculino,0,1,0,64,1,0,Fibra Opica,0,1,1,1,1,1,Anual,1,Cartão de crédito,102.45,6654.1,3.42
959,1,Masculino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Transferência bancária,20.05,20.05,0.67
960,0,Feminino,0,1,1,72,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,1,Transferência bancária,115.6,8220.4,3.85
961,0,Masculino,0,1,1,27,1,1,DSL,0,0,0,1,1,1,Mensal,0,Transferência bancária,71.6,1957.1,2.39
962,0,Masculino,0,1,0,22,1,0,DSL,1,0,0,0,1,0,Anual,1,Transferência bancária,59.75,1374.35,1.99
963,0,Masculino,0,0,0,11,1,0,DSL,0,1,1,1,0,0,Mensal,1,Cheque eletrônico,60.9,688.5,2.03
964,0,Masculino,0,1,1,4,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,19.55,68.8,0.65
965,0,Feminino,0,1,1,7,1,1,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,48.8,349.8,1.63
966,0,Masculino,0,0,0,6,1,0,DSL,1,0,1,1,1,1,Mensal,0,Cartão de crédito,78.65,483.3,2.62
967,0,Masculino,0,1,0,50,1,1,Fibra Opica,0,1,0,0,1,1,Anual,1,Cheque eletrônico,98.25,4858.7,3.28
968,0,Masculino,0,1,1,11,1,0,DSL,0,0,1,0,1,0,Mensal,1,Transferência bancária,59.65,683.25,1.99
969,0,Feminino,1,1,0,54,1,0,Fibra Opica,0,0,1,1,1,1,Anual,1,Cheque eletrônico,99.1,5437.1,3.3
970,0,Masculino,0,1,1,23,0,0,DSL,0,0,0,1,0,0,Mensal,1,Transferência bancária,30.35,678.75,1.01
971,0,Feminino,0,1,0,67,1,1,Fibra Opica,0,1,1,1,1,1,Anual,1,Cartão de crédito,109.7,7344.45,3.66
972,1,Masculino,1,1,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,70.3,70.3,2.34
974,0,Feminino,0,0,0,46,1,1,Fibra Opica,0,1,1,0,0,1,Anual,1,Cheque eletrônico,94.15,4408.45,3.14
976,0,Feminino,0,0,0,48,1,1,Sem servico de internet,0,0,0,0,0,0,Anual,0,Transferência bancária,24.35,1133.7,0.81
977,0,Masculino,1,1,0,40,1,0,DSL,0,0,0,0,0,1,Anual,0,Cheque eletrônico,55.8,2283.3,1.86
978,1,Feminino,0,1,1,11,1,1,DSL,0,0,0,1,0,1,Mensal,1,Cheque eletrônico,66.35,740.8,2.21
979,1,Feminino,1,0,0,4,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,94.3,424.45,3.14
980,0,Feminino,0,0,0,30,1,0,DSL,1,0,0,0,0,0,Mensal,1,Cheque fisico,48.8,1536.75,1.63
981,0,Masculino,0,0,1,15,1,1,Fibra Opica,0,1,0,0,1,0,Mensal,1,Cheque eletrônico,91.0,1430.05,3.03
982,1,Feminino,0,0,0,7,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.05,164.85,0.67
983,0,Masculino,0,0,0,16,1,1,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque fisico,80.55,1248.9,2.68
984,0,Feminino,0,0,0,9,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cartão de crédito,20.45,147.55,0.68
985,0,Masculino,0,0,0,7,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,18.95,130.55,0.63
986,1,Masculino,1,0,0,3,1,1,Fibra Opica,0,0,1,0,1,0,Mensal,0,Cheque eletrônico,91.05,289.1,3.03
987,0,Feminino,0,1,1,20,1,1,DSL,1,0,0,0,1,1,Anual,0,Transferência bancária,76.0,1588.75,2.53
988,0,Masculino,0,0,0,11,1,0,Fibra Opica,0,0,1,0,0,0,Mensal,0,Cheque eletrônico,72.9,818.45,2.43
989,0,Feminino,0,0,0,1,1,0,Fibra Opica,0,0,0,1,1,1,Mensal,1,Cheque eletrônico,95.85,95.85,3.2
990,0,Feminino,1,1,0,44,1,0,Fibra Opica,1,1,0,1,0,0,Mensal,1,Cheque eletrônico,85.15,3670.5,2.84
991,0,Masculino,0,1,1,43,0,0,DSL,0,1,0,0,0,0,Mensal,0,Cartão de crédito,29.3,1224.05,0.98
993,0,Masculino,0,0,0,24,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,20.75,487.05,0.69
994,1,Feminino,0,1,1,21,1,0,Fibra Opica,0,1,0,0,0,0,Mensal,1,Transferência bancária,74.05,1565.7,2.47
995,0,Masculino,0,0,0,7,0,0,DSL,1,0,1,0,0,0,Anual,0,Cheque fisico,35.3,264.8,1.18
996,0,Feminino,0,1,1,57,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Transferência bancária,19.75,1272.05,0.66
997,0,Masculino,0,0,0,11,1,0,DSL,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,69.35,712.25,2.31
998,1,Masculino,1,1,0,3,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,105.9,334.65,3.53
999,0,Masculino,0,1,0,57,1,1,Fibra Opica,0,0,1,1,1,1,Bienal,0,Cheque eletrônico,107.95,5969.85,3.6
1000,0,Masculino,0,1,1,23,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,1,Cartão de crédito,20.0,445.3,0.67
1001,0,Feminino,0,1,1,18,1,0,DSL,1,1,0,1,0,0,Anual,1,Cheque fisico,61.5,1087.45,2.05
1002,0,Masculino,0,1,1,70,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,20.05,1360.25,0.67
1003,0,Feminino,0,1,1,33,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,20.1,579.4,0.67
1004,0,Masculino,0,0,1,1,1,0,DSL,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,49.9,49.9,1.66
1005,0,Feminino,0,1,1,3,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.1,52,0.64
1006,0,Masculino,1,1,0,54,1,1,Fibra Opica,0,1,1,1,1,1,Bienal,1,Cheque eletrônico,110.45,6077.75,3.68
1007,0,Masculino,0,1,1,7,1,0,DSL,1,0,1,1,0,1,Mensal,1,Cartão de crédito,71.35,515.75,2.38
1008,0,Masculino,0,1,0,70,1,0,Fibra Opica,1,1,0,1,0,0,Bienal,0,Transferência bancária,84.6,5706.2,2.82
1009,1,Feminino,1,0,0,1,1,0,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,89.3,89.3,2.98
1010,0,Masculino,1,1,0,30,1,1,Fibra Opica,1,1,1,1,1,0,Mensal,1,Transferência bancária,105.7,3181.8,3.52
1011,0,Masculino,0,1,0,32,1,1,Fibra Opica,0,0,0,1,0,0,Anual,1,Cheque eletrônico,79.25,2619.15,2.64
1012,0,Feminino,0,1,1,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,19.0,19,0.63
1014,0,Feminino,0,1,0,56,1,0,Fibra Opica,0,0,1,1,1,1,Mensal,1,Cheque eletrônico,98.7,5669.5,3.29
1015,1,Masculino,0,0,0,11,1,0,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,74.55,824.75,2.48
1016,0,Masculino,0,0,0,52,1,1,Fibra Opica,1,0,1,1,1,1,Bienal,1,Cheque eletrônico,109.3,5731.4,3.64
1018,0,Feminino,0,0,0,12,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,19.7,260.9,0.66
1019,0,Masculino,0,0,0,29,0,0,DSL,1,0,0,1,0,0,Anual,0,Cheque fisico,35.6,1072.6,1.19
1020,0,Masculino,0,1,1,33,1,0,DSL,0,1,1,1,1,1,Bienal,0,Cartão de crédito,82.1,2603.1,2.74
1021,0,Feminino,0,1,1,22,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Transferência bancária,19.05,454.05,0.64
1022,1,Feminino,0,0,0,29,0,0,DSL,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,30.6,856.35,1.02
1023,0,Feminino,0,1,0,10,1,0,DSL,0,0,1,0,1,1,Mensal,1,Cartão de crédito,67.8,653.15,2.26
1024,0,Feminino,0,1,0,26,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,19.2,459.6,0.64
1025,0,Feminino,0,0,0,13,0,0,DSL,0,1,0,0,0,0,Mensal,0,Cheque eletrônico,29.15,357.15,0.97
1026,0,Masculino,0,1,1,66,1,0,Fibra Opica,1,1,1,0,1,1,Anual,1,Transferência bancária,103.15,7031.3,3.44
1027,1,Masculino,0,1,0,70,1,1,Fibra Opica,1,1,1,1,1,1,Anual,0,Cartão de crédito,115.65,7968.85,3.86
1028,1,Masculino,0,1,0,1,1,0,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,69.15,69.15,2.31
1029,1,Feminino,0,0,0,57,1,0,Fibra Opica,0,0,1,0,1,1,Bienal,1,Cheque eletrônico,95.25,5464.65,3.18
1030,0,Feminino,0,1,1,58,1,1,Fibra Opica,0,1,1,0,1,1,Anual,1,Cartão de crédito,105.2,6225.4,3.51
1031,1,Masculino,0,1,1,1,1,0,Fibra Opica,0,0,0,0,0,1,Mensal,0,Cheque eletrônico,80.0,80,2.67
1032,1,Masculino,0,0,0,3,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque fisico,19.8,58.15,0.66
1033,1,Feminino,0,0,0,10,1,1,Fibra Opica,0,0,0,1,1,1,Mensal,1,Cheque eletrônico,98.5,1058.25,3.28
1034,1,Feminino,0,0,0,56,1,0,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,73.85,4092.85,2.46
1035,0,Masculino,0,0,1,22,1,1,Fibra Opica,0,1,0,0,1,0,Mensal,1,Cartão de crédito,89.1,1949.4,2.97
1036,0,Masculino,0,1,1,72,1,1,Fibra Opica,1,1,1,1,1,0,Bienal,1,Cartão de crédito,106.1,7548.6,3.54
1037,0,Masculino,0,0,0,1,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,75.1,75.1,2.5
1038,0,Feminino,0,1,1,39,1,0,DSL,1,0,0,0,0,0,Mensal,0,Cartão de crédito,51.05,2066,1.7
1039,0,Feminino,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Mensal,0,Cheque fisico,49.9,49.9,1.66
1040,1,Masculino,0,0,0,1,1,0,Fibra Opica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,89.1,89.1,2.97
1041,0,Masculino,0,1,0,52,1,1,Fibra Opica,1,0,1,1,0,0,Bienal,1,Cartão de crédito,91.6,4627.8,3.05
1042,1,Masculino,0,1,0,10,1,1,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,98.5,1037.75,3.28
1043,0,Masculino,0,0,0,4,1,0,DSL,0,1,0,0,0,0,Mensal,0,Cheque fisico,49.25,208.45,1.64
1044,0,Masculino,0,1,1,70,0,0,DSL,1,0,1,1,1,1,Bienal,0,Transferência bancária,59.5,4144.8,1.98
1045,0,Masculino,0,1,0,60,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.95,1258.15,0.66
1046,0,Masculino,1,1,0,8,1,0,DSL,0,0,1,1,0,1,Mensal,1,Cartão de crédito,64.4,581.7,2.15
1047,1,Feminino,0,1,1,10,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cartão de crédito,102.1,1068.85,3.4
1048,0,Feminino,0,1,1,3,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,19.65,60.65,0.65
1049,0,Masculino,1,1,1,64,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,1,Transferência bancária,24.4,1548.65,0.81
1050,0,Feminino,0,1,0,66,1,1,Fibra Opica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,105.2,6936.85,3.51
1051,0,Masculino,0,1,1,49,1,1,Fibra Opica,0,1,1,0,1,0,Anual,1,Cheque eletrônico,93.65,4520.15,3.12
1052,0,Feminino,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Mensal,0,Cheque eletrônico,49.95,49.95,1.66
1053,0,Masculino,0,0,1,36,1,0,Fibra Opica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,94.7,3512.5,3.16
1054,0,Feminino,0,1,0,58,1,1,DSL,1,0,0,1,0,1,Anual,1,Cheque eletrônico,68.4,3972.25,2.28
1055,0,Masculino,0,0,0,7,1,0,Fibra Opica,0,0,1,0,0,0,Mensal,1,Cheque eletrônico,74.9,490.55,2.5
1056,0,Feminino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,43.8,43.8,1.46
1057,0,Masculino,1,1,0,72,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,1,Transferência bancária,116.05,8404.9,3.87
1058,0,Masculino,1,1,0,35,1,1,Fibra Opica,0,0,1,0,0,0,Anual,1,Transferência bancária,81.6,2815.25,2.72
1059,1,Masculino,0,0,0,28,1,1,Fibra Opica,1,1,0,0,0,1,Mensal,1,Cartão de crédito,94.5,2659.4,3.15
1060,0,Masculino,0,0,0,30,1,1,Fibra Opica,1,0,0,0,1,1,Mensal,1,Transferência bancária,100.4,2936.25,3.35
1061,0,Masculino,0,1,1,52,1,1,Fibra Opica,0,1,0,1,0,1,Mensal,1,Transferência bancária,93.25,4631.7,3.11
1062,0,Feminino,0,1,1,72,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,1,Transferência bancária,116.85,8477.7,3.9
1063,0,Masculino,0,1,1,31,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,20.65,702.05,0.69
1064,0,Masculino,0,1,1,70,1,1,DSL,1,1,1,1,0,1,Anual,0,Transferência bancária,78.35,5445.95,2.61
1065,0,Masculino,0,1,1,53,1,1,DSL,1,0,1,1,1,1,Mensal,0,Cheque eletrônico,85.7,4616.1,2.86
1066,1,Masculino,0,0,0,1,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,1,Transferência bancária,20.2,20.2,0.67
1067,0,Feminino,0,1,1,10,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,20.15,220.8,0.67
1068,1,Feminino,1,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque fisico,25.7,25.7,0.86
1069,0,Feminino,0,1,0,29,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,19.85,573.05,0.66
1070,0,Masculino,0,1,1,59,1,0,DSL,1,1,1,1,1,1,Bienal,1,Cheque eletrônico,86.75,5186,2.89
1071,1,Masculino,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque fisico,45.85,81,1.53
1072,1,Feminino,0,0,0,58,1,0,Fibra Opica,1,1,1,0,1,1,Anual,1,Cheque eletrônico,106.45,6145.85,3.55
1073,0,Masculino,0,1,1,45,1,1,DSL,1,1,0,1,1,0,Bienal,0,Cartão de crédito,73.85,3371,2.46
1074,0,Masculino,0,0,0,12,1,0,Fibra Opica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,81.45,912,2.72
1075,1,Feminino,0,0,0,12,1,0,Fibra Opica,0,0,1,1,0,1,Mensal,1,Cheque eletrônico,89.4,1095.65,2.98
1076,0,Masculino,0,1,0,33,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cartão de crédito,44.55,1462.6,1.48
1077,1,Feminino,0,0,0,9,1,0,DSL,1,1,0,0,1,1,Mensal,1,Cheque eletrônico,74.65,703.55,2.49
1078,1,Masculino,0,1,1,7,1,0,Fibra Opica,0,1,0,1,1,0,Mensal,1,Cheque eletrônico,89.75,608.8,2.99
1079,0,Masculino,0,1,1,66,1,1,DSL,0,0,1,0,1,0,Bienal,1,Transferência bancária,63.3,4189.7,2.11
1080,1,Masculino,0,1,1,52,1,1,Fibra Opica,0,0,1,1,0,1,Bienal,1,Transferência bancária,96.25,4990.25,3.21
1081,0,Feminino,0,1,0,49,0,0,DSL,1,0,0,0,1,0,Mensal,0,Transferência bancária,40.65,2070.75,1.36
1082,0,Feminino,0,1,1,61,1,0,DSL,1,0,0,0,0,0,Anual,1,Transferência bancária,49.7,2961.4,1.66
1083,0,Feminino,0,0,0,24,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,25.15,553,0.84
1084,0,Feminino,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Mensal,1,Cheque eletrônico,49.9,49.9,1.66
1085,0,Masculino,0,1,1,17,1,1,DSL,1,0,0,1,0,0,Anual,1,Cheque fisico,62.1,1096.65,2.07
1086,0,Feminino,0,0,0,12,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,20.4,266.6,0.68
1087,1,Masculino,0,0,0,1,1,1,DSL,0,0,1,1,0,0,Mensal,0,Cheque fisico,62.05,62.05,2.07
1088,0,Masculino,1,1,0,61,1,1,Fibra Opica,0,1,1,1,1,0,Anual,1,Cheque fisico,98.3,6066.55,3.28
1089,0,Masculino,0,0,0,27,1,0,DSL,1,0,1,1,1,0,Anual,0,Cartão de crédito,69.35,1927.3,2.31
1090,0,Feminino,0,1,1,48,1,0,Fibra Opica,1,0,1,0,1,1,Anual,1,Transferência bancária,99.7,4977.2,3.32
1091,0,Masculino,0,1,0,71,1,1,Fibra Opica,1,1,1,0,1,0,Bienal,1,Cheque eletrônico,99.0,6994.6,3.3
1092,0,Feminino,0,1,1,4,1,1,DSL,0,1,0,1,0,0,Mensal,1,Cheque fisico,58.5,224.85,1.95
1093,0,Masculino,0,1,0,61,1,1,Fibra Opica,1,1,0,0,1,1,Mensal,1,Cheque eletrônico,106.2,6375.2,3.54
1094,0,Feminino,0,0,0,31,1,1,Fibra Opica,1,1,0,0,1,1,Mensal,0,Cheque eletrônico,104.35,3205.6,3.48
1095,1,Feminino,0,1,0,32,1,0,Fibra Opica,0,1,0,0,0,1,Mensal,0,Transferência bancária,84.15,2585.95,2.8
1096,0,Feminino,0,0,0,30,1,1,Fibra Opica,1,0,0,1,1,1,Mensal,0,Transferência bancária,106.4,3211.9,3.55
1097,0,Feminino,0,1,1,55,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cartão de crédito,20.0,1087.25,0.67
1098,0,Feminino,0,1,0,42,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cartão de crédito,20.35,869.9,0.68
1099,1,Feminino,0,1,1,70,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,1,Transferência bancária,114.2,7723.9,3.81
1100,0,Feminino,0,1,1,71,1,1,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,23.9,1663.5,0.8
1101,0,Feminino,0,0,0,43,1,1,Fibra Opica,1,1,1,1,1,1,Bienal,0,Cartão de crédito,115.05,4895.1,3.84
1102,0,Masculino,0,0,0,19,0,0,DSL,0,0,0,0,0,0,Mensal,1,Transferência bancária,25.15,468.35,0.84
1103,0,Masculino,0,1,1,19,1,0,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cheque fisico,19.8,344.5,0.66
1104,0,Feminino,0,0,0,12,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Cheque fisico,19.7,220.35,0.66
1105,0,Masculino,0,0,0,4,1,0,DSL,0,1,0,1,1,0,Mensal,1,Transferência bancária,63.75,226.2,2.12
1106,1,Feminino,1,0,0,13,1,1,Fibra Opica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,82.0,1127.2,2.73
1107,1,Feminino,0,0,1,4,1,1,Fibra Opica,0,1,1,0,0,0,Mensal,0,Transferência bancária,84.05,333.55,2.8
1108,1,Masculino,0,0,0,8,1,1,Fibra Opica,0,1,1,0,1,0,Mensal,1,Cheque eletrônico,94.0,773.65,3.13
1109,0,Masculino,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Bienal,0,Cartão de crédito,90.05,6333.4,3.0
1110,0,Masculino,0,1,1,68,1,1,DSL,1,1,1,1,1,1,Bienal,1,Cartão de crédito,92.2,6392.85,3.07
1111,1,Masculino,0,1,0,5,1,1,Fibra Opica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,78.75,412.1,2.62
1112,1,Masculino,0,0,0,12,1,1,Fibra Opica,0,0,0,1,1,1,Mensal,1,Cheque fisico,99.95,1132.75,3.33
1113,0,Masculino,0,1,1,57,1,0,Fibra Opica,0,1,1,0,1,1,Anual,1,Cartão de crédito,97.55,5598,3.25
1114,0,Feminino,0,1,1,51,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cheque fisico,19.95,1028.75,0.66
1115,0,Feminino,0,0,0,4,1,0,DSL,1,1,0,0,0,0,Mensal,0,Cheque eletrônico,55.2,220.65,1.84
1116,0,Masculino,1,1,0,70,1,0,Fibra Opica,1,1,1,0,1,1,Bienal,0,Cartão de crédito,105.35,7511.9,3.51
1117,1,Feminino,0,1,0,30,1,0,Sem servico de internet,0,0,0,0,0,0,Mensal,0,Transferência bancária,19.65,655.85,0.65
1118,1,Masculino,0,0,0,7,1,1,Fibra Opica,0,0,1,0,1,0,Mensal,1,Cheque eletrônico,90.45,593.45,3.02
1119,0,Masculino,1,0,0,19,1,0,Fibra Opica,1,0,0,0,0,1,Mensal,1,Cheque eletrônico,87.3,1637.3,2.91
1120,1,Masculino,0,0,0,1,1,1,DSL,0,1,0,1,0,0,Mensal,0,Cheque fisico,60.1,60.1,2.0
1121,1,Masculino,0,0,0,12,1,1,Fibra Opica,0,1,1,1,1,1,Mensal,1,Cheque fisico,112.95,1384.75,3.76
1122,1,Masculino,0,0,0,17,1,0,DSL,0,0,0,1,0,0,Mensal,0,Cheque fisico,51.5,900.5,1.72
1123,1,Masculino,1,1,1,66,1,1,Fibra Opica,0,0,1,0,1,1,Mensal,1,Cartão de crédito,99.5,6822.15,3.32
1124,1,Masculino,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,45.35,141.5,1.51
1125,0,Masculino,1,1,0,51,1,1,Fibra Opica,1,0,1,0,0,1,Anual,1,Transferência bancária,93.65,4839.15,3.12
1126,1,Masculino,0,0,0,51,1,1,Fibra Opica,0,0,1,0,0,0,Mensal,0,Cartão de crédito,80.0,4242.35,2.67
1127,0,Feminino,0,1,0,71,1,0,Sem servico de internet,0,0,0,0,0,0,Bienal,0,Cartão de crédito,19.85,1379.6,0.66
1128,1,Masculino,0,0,0,35,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,0,Cartão de crédito,75.35,2636.05,2.51
1129,0,Feminino,0,0,0,11,1,0,DSL,0,1,0,0,0,0,Mensal,0,Cheque eletrônico,51.1,531.15,1.7
1130,1,Feminino,0,0,0,2,1,0,DSL,0,0,1,1,1,1,Mensal,0,Cheque eletrônico,76.4,160.8,2.55
1131,1,Feminino,1,0,0,26,1,1,Fibra Opica,1,1,0,0,0,1,Mensal,1,Cheque eletrônico,95.0,2497.2,3.17
1132,0,Masculino,0,1,1,60,1,1,Sem servico de internet,0,0,0,0,0,0,Anual,0,Cartão de crédito,23.95,1506.4,0.8
1133,0,Masculino,0,1,1,62,1,0,Fibra Opica,1,1,0,0,0,0,Anual,1,Cartão de crédito,81.45,4983.05,2.72
1134,0,Feminino,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Mensal,1,Transferência bancária,45.0,524.35,1.5
1135,1,Feminino,0,0,0,4,1,1,Fibra Opica,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,75.35,338.1,2.51
1136,0,Masculino,1,0,0,45,1,1,Fibra Opica,0,0,0,0,1,1,Mensal,1,Transferência bancária,93.9,4200.25,3.13
1137,1,Feminino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,45.15,45.15,1.5
